年份,变量,均值,中位数,标准差,最小值,最大值,样本量
2021,ROA,0.03900650467403954,0.0422595882369683,0.07726411617046412,-0.2954714295857955,0.2482894116284429,4976
2021,ROE,0.03518971609737539,0.0771216872874428,0.2659001314213201,-1.879988723807316,0.4011455946322678,4976
2021,SLoan,0.09175514026763916,0.0676984584618348,0.08656766052809851,0.0003912112977191,0.40875891168332,3643
2021,LLoan,0.07165088186917919,0.0443736627557971,0.07996714785630119,7.977524909130847e-05,0.3895939526151205,2575
2021,Top1,0.32291065234124433,0.299,0.14885840519827206,0.024307,0.89991,4677
2021,HHI5,0.1479051788886496,0.115809,0.11113368618372844,0.01267406,0.5512390799999995,4643
2021,Size,22.264846199341644,22.002023129117497,1.577118180821694,17.878982717210707,31.19125388492819,5012
2021,Age,10.111965491372843,8.0,7.833166582295651,0.0,22.0,5332
2022,Lev,0.41398787951482674,0.40016138244404187,0.21361612853157394,0.0528162065268182,0.9278516331908496,5238
2022,SL,0.31773346062725427,0.2974293105780813,0.17370452481330037,0.0396012038507124,0.8179104603835842,5140
2022,LL,0.08763156362559081,0.0496260550167004,0.09712754235845839,0.0007136307929296,0.4488406618986549,5113
2022,SDR,0.8012329014580638,0.8549179628293417,0.17395114607449058,0.271192857629267,0.9981321551819492,5140
2022,Cash,0.2011382865969612,0.1647376950656808,0.14066860484035487,0.0139951200973908,0.6822893977552267,5196
2022,ROA,0.029837435288755675,0.03416676560985805,0.07147279666419651,-0.2314154801944236,0.2292539296373596,5238
2022,ROE,0.029920934759862856,0.061468825055972204,0.18787326093153264,-1.0979978627604663,0.3889916671470844,5238
2022,SLoan,0.08578060185252774,0.0605759912888865,0.08273483199675599,0.000150200435805,0.3811438710074021,3955
2022,LLoan,0.07372283114977467,0.0479267660648978,0.08001966880727188,3.879861873602477e-05,0.3898360241456899,2906
2022,Top1,0.32060007275603003,0.2968815,0.1483788525149024,0.018438,0.89991,5058
2022,HHI5,0.14598285400757274,0.11477000000000001,0.11008224078565386,0.01151546,0.5347894499999999,5018
2022,Size,22.319347868016187,22.044187814911748,1.5430311963689112,18.429235813465137,31.310094068095445,5279
2022,Age,10.580178571428572,8.0,8.003057995437777,0.0,23.0,5600
2023,Lev,0.4113147265696452,0.3953634048470077,0.21543682077035803,0.0494384057632404,0.9254272631130922,5417
2023,SL,0.30892128840266847,0.2826381597378024,0.17203923882373295,0.0376692749778701,0.7936585630276096,5319
2023,LL,0.09385424705418349,0.0533305495957368,0.10239424836701928,0.0007527809040563,0.4665029185565036,5307
2023,SDR,0.787450514590818,0.8401064453087641,0.18161205460904503,0.2609524544911136,0.9973430370111872,5319
2023,Cash,0.2006528186429716,0.1626199139483432,0.1433254854072731,0.016413845758691,0.6981739815988617,5375
2023,ROA,0.022869679158173572,0.028684132727192,0.06448964432006003,-0.2320858451070085,0.1789165063052863,5417
2023,ROE,0.020122764019711286,0.0508106558871363,0.16583892699768532,-0.9158695409022148,0.2820123436402736,5417
2023,SLoan,0.0815141763750811,0.05505614812066745,0.0807947448742919,0.0001686451109684,0.3733339079470045,4120
2023,LLoan,0.08119722171317324,0.0535447083733503,0.08364731448841545,0.0001472704036209,0.4009655680781495,3052
2023,Top1,0.31959215219842163,0.29524300000000003,0.15003383099030582,0.018464,0.89991,5322
2023,HHI5,0.14502093607095679,0.11341,0.11117134261701743,0.01100804,0.5407690399999998,5299
2023,Size,22.352978807833875,22.058015892942812,1.5214904554020259,18.5787861621117,31.43092926865673,5440
2023,Age,11.565721419654004,9.0,8.00850791416307,0.0,24.0,5607
2024,Lev,0.4193719916678116,0.4041793707647159,0.21695230657206258,0.0567989092550775,0.9320176443726376,5457
2024,SL,0.31693006974624993,0.2959886668655919,0.17302906152043943,0.0435617834618395,0.8220021216835027,5360
2024,LL,0.09403876672578318,0.0536307549380802,0.1030986290331805,0.0006685265333011,0.4676747853645296,5349
2024,SDR,0.7914072722523099,0.8451494604768567,0.1787664307383088,0.2605912500021877,0.9978625179786824,5360
2024,Cash,0.18040930064606803,0.1463607315916187,0.1287395690165786,0.0138011353369725,0.6308417237184535,5415
2024,ROA,0.01481635829006883,0.0232479777746595,0.06878899536181804,-0.2672938940113186,0.1617303355193465,5457
2024,ROE,-0.008659587263126656,0.0431680245925128,0.24898479456577877,-1.6973347086130834,0.2645290707230914,5457
2024,SLoan,0.08341620912850453,0.057953515990320795,0.08290035991124346,0.0001191511197832,0.380376866376123,4208
2024,LLoan,0.0814597640939832,0.0540509710020004,0.08380695904574924,0.0001573486635333,0.3993657687866063,3114
2024,Size,22.360972279374227,22.05853954765011,1.5205735052278173,18.12247519908917,31.519196944284975,5481
2024,Age,12.565721419654004,10.0,8.00850791416307,1.0,25.0,5607
