年份,变量,均值,中位数,标准差,最小值,最大值,样本量
2020,SL,0.3324272718665883,0.31225132709388964,0.17431716316877977,0.044780301146696,0.8172494115040363,4456
2020,LL,0.08136997278231223,0.0432151242412672,0.09528609396653884,0.0002047765312589,0.4429373153142145,4352
2020,SDR,0.8238039231581359,0.8792145129289554,0.17128757190331498,0.2908507693686511,1.0,4456
2020,Cash,0.19370096677473544,0.160005740861595,0.13642581726059724,0.0114204736834509,0.6549071716394417,4507
2020,ROA,0.03628991959365246,0.0397019693688339,0.08085502620758948,-0.3376692749411267,0.2376233609421048,4545
2020,ROE,0.038278803900109196,0.0747114487631782,0.2338776500834011,-1.528643922310093,0.4021411297395765,4545
2020,SLoan,0.09765209192656661,0.0738482214691957,0.08862251493671289,0.0003556778679135,0.3946475687729236,3477
2020,LLoan,0.07373493831245351,0.046284834487780854,0.08222071598593192,4.522534201111625e-07,0.3976730260111611,2368
2020,Top1,0.3240123753630203,0.299751,0.14759488841699656,0.028657,0.89991,4132
2020,HHI5,0.14855310290953544,0.11654400000000001,0.11025045692780402,0.01312491,0.5356189900000004,4090
2020,Size,22.213418548447724,21.982112597310607,1.6037138890834497,16.41232324616023,31.137930691402516,4589
2020,Age,9.820188641380694,9.0,7.615257680662541,0.0,21.0,4983
2021,Lev,0.4225000366255713,0.4076197684639975,0.21314150406408727,0.0539784242575343,0.9295234586886508,4976
2021,SL,0.3288834310775267,0.3072608975400409,0.17603743675111386,0.0413805880399219,0.8172646492756612,4880
2021,LL,0.08497513614307897,0.0460289330397309,0.09611224114666579,0.0006017754428346,0.451556561863846,4853
2021,SDR,0.8091446036181889,0.8624092424822782,0.17295241640101722,0.2706309311483722,0.9988874161438815,4880
2021,Cash,0.19181264242633383,0.1574815250169917,0.13570082796599817,0.0131198250336412,0.6882322520500703,4934
